3|1|LENNOX IHM12N|15|/images/img-split/oborudovanie/lennox_ihm12n.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/lennox_ihm12n_320_auto_jpg.jpg|25920|Настенная сплит-система|Инвертор|10 м|охлаждение / обогрев|40 м2|9, 843 куб. м/мин м3/час|3640 Вт|3930 Вт|810 Вт|815 Вт|есть|режим вентиляции (без охлаждения и обогрева),  автоматический режим, самодиагностика неисправностей|есть|есть|77x25.5x18.8 мм|78x54x25 мм|29 дБ / 38 дБ Дб|R 410A|однофазный|есть, количество скоростей - 4|генератор анионов, возможность регулировки направления воздушного потока, система против образования льда, функция запоминания настроек|функция температурного контроля вблизи пользователя Climate Control
3|11462|Timberk AC TIM 07H S10|28|/images/img-split/oborudovanie/timberk-ac-tim-07h-s10.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/timberk-ac-tim-07h-s10_320_auto_jpg.jpg|17679.6|Настенная сплит-система|Неинвертор|10 м|охлаждение/обогрев|25 м2|7.5 куб. м/мин м3/час|2200 Вт|2310 Вт|730 Вт|750 Вт|есть|режим вентиляции (без охлаждения и обогрева), автоматический режим, самодиагностика неисправностей|есть|есть|74.5x25x19.5 см мм|68x48.2x22.5 см мм|31 дБ / 40 дБ Дб|R 410A|однофазный|есть|генератор анионов, возможность регулировки направления воздушного потока, функция запоминания настроек, 2 варианта цвета|Перед покупкой уточняйте технические характеристики и комплектацию у продавца
3|10505|Hyundai H-AR1-05C-UI009|15|/images/img-split/oborudovanie/hyundai_forsage.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/hyundai_forsage_320_auto_jpg.jpg|22140|Настенная сплит-система|Неинвертор|10 м|охлаждение / обогрев|15 м2|6,67 куб. м/мин м3/час|1470 Вт|1400 Вт|521 Вт|500 Вт|есть|режим вентиляции (без охлаждения и обогрева), автоматический режим, самодиагностика неисправностей|есть|есть|68x25.5x17.8 см  мм|68.5x43x26 см  мм|27 дБ / 35 дБ Дб|R 410A|однофазный|есть, количество скоростей - 3|дезодорирующий фильтр,  возможность регулировки направления воздушного потока,  система против образования льда,  функция запоминания настроек, теплый пуск|
3|10350|Panasonic CS-YW7MKD/CU-YW7MKD|22|/images/img-split/oborudovanie/cs_ywmkd.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/cs_ywmkd_320_auto_jpg.jpg|22248|Настенная сплит-система|Неинвертор|15 м|охлаждение / обогрев|18 м2|46 куб. м/мин м3/час|2100 Вт|2350 Вт|600 Вт|690 Вт|есть|режим вентиляции (без охлаждения и обогрева),  автоматический режим, самодиагностика неисправностей|есть|есть|84.8x29x20.4 см мм|65x53x23 см мм|25 дБ / 37 дБ Дб|R 410A|однофазный|есть|возможность регулировки направления воздушного потока,  функция запоминания настроек, теплый пуск|Вес 26 кг.
3|10005|Mitsubishi Heavy Industries SRK20HG-S / SRC20HG-S|20|/images/img-split/oborudovanie/mh_hg_s.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/mh_hg_s_320_auto_jpg.jpg|28404|Настенная сплит-система|Неинвертор|15 м|охлаждение/обогрев|21 м2|7.167 куб. м/мин м3/час|2000 Вт|2200 Вт|700 Вт|720 Вт|есть|Автоматический режим, самодиагностика неисправностей|есть|есть|790x268x190 мм|540x780x290 мм|24 дБ / 38 дБ Дб|R 410A|однофазный|есть|функция запоминания настроек, теплый пуск|
3|10006|Mitsubishi Heavy Industries SRK28HG-S / SRC28HG-S|20|/images/img-split/oborudovanie/mh_hg_s.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/mh_hg_s_320_auto_jpg.jpg|31104|Настенная сплит-система|Неинвертор|15 м|охлаждение/обогрев|28 м2|9.167 куб. м/мин м3/час|2500 Вт|2800 Вт|720 Вт|770 Вт|есть|Автоматический режим, самодиагностика неисправностей|есть|есть|790x268x190  мм|540x780x290 мм|28 дБ / 38 дБ Дб|R 410A|однофазный|есть|функция запоминания настроек, теплый пуск|
3|10007|Mitsubishi Heavy Industries SRK40HG-S / SRC40HG-S|20|/images/img-split/oborudovanie/mh_hg_s.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/mh_hg_s_320_auto_jpg.jpg|36612|Настенная сплит-система|Неинвертор|15 м|охлаждение/обогрев|28 м2|9.167 куб. м/мин м3/час|3500 Вт|3900 Вт|1100 Вт|770 Вт|есть|Автоматический режим, самодиагностика неисправностей|есть|есть|790x268x190  мм|540x780x290 мм|28 дБ / 38 дБ Дб|R 410A|однофазный|есть|функция запоминания настроек, теплый пуск|
3|10008|Mitsubishi Heavy Industries SRK50HE-S1 / SRC50HE-S1|20|/images/img-split/oborudovanie/mh_hg_s.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/mh_hg_s_320_auto_jpg.jpg|56916|Настенная сплит-система|Неинвертор|20 м|охлаждение/обогрев|50 м2|17.167 куб. м/мин м3/час|4700 Вт|5300 Вт|900 Вт|920 Вт|есть|Автоматический режим, самодиагностика неисправностей|есть|есть|790x268x190 мм|540x780x290 мм|28 дБ / 38 дБ Дб|R 410A|однофазный|есть|функция запоминания настроек, теплый пуск|
3|10009|Mitsubishi Heavy Industries SRK56HE-S1 / SRC56HE-S1|20|/images/img-split/oborudovanie/mh_hg_s.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/mh_hg_s_320_auto_jpg.jpg|61560|Настенная сплит-система|Неинвертор|20 м|охлаждение/обогрев|60 м2|12.167 м3/час|4700 Вт|5300 Вт|1100 Вт|1200 Вт|есть|Автоматический режим, самодиагностика неисправностей|есть|есть|790x268x190 мм|540x780x290 мм|28 дБ / 38 дБ Дб|R 410A|однофазный|есть|функция запоминания настроек, теплый пуск|
3|10010|Mitsubishi Heavy Industries SRK63HE-S1 / SRC63HE-S1 |20|/images/img-split/oborudovanie/mh_hg_s.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/mh_hg_s_320_auto_jpg.jpg|70200|Настенная сплит-система|Неинвертор|25 м|охлаждение/обогрев|70 м2|12.167 м3/час|6300 Вт|6700 Вт|1850 Вт|2190 Вт|есть|Автоматический режим, самодиагностика неисправностей|есть|есть|109.8x31.8x24 см  мм| 540x780x290 мм|37 дБ / 44 дБ Дб|R 410A|однофазный|есть|дезодорирующий фильтр, генератор анионов, возможность регулировки направления воздушного потока, система против образования льда, функция запоминания настроек, теплый пускфункция запоминания настроек, теплый пуск|
3|10011|Mitsubishi Heavy Industries SRK71HE-S1 / SRC71HE-S1|20|/images/img-split/oborudovanie/mh_hg_s.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/mh_hg_s_320_auto_jpg.jpg|74520|Настенная сплит-система|Неинвертор|25 м|охлаждение/обогрев|80 м2|12.167 м3/час|7100 Вт|7500 Вт|2070 Вт|2210 Вт|есть|Автоматический режим, самодиагностика неисправностей|есть|есть|109.8x31.8x24 см мм|88x75x34 см  мм|37 дБ / 44 дБ Дб|R 410A|однофазный|есть|дезодорирующий фильтр, генератор анионов, возможность регулировки направления воздушного потока, система против образования льда, функция запоминания настроек, теплый пускфункция запоминания настроек, теплый пуск|
3|10012|Mitsubishi Heavy Industries SRK25ZMP-SJ / SRC25ZMP-SJ|20|/images/img-split/oborudovanie/mh_zjs.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/mh_zjs_320_auto_jpg.jpg|38340|Настенная сплит-система|Инвертор|10 м|охлаждение/обогрев|25 м2|9.167 м3/час|2500 Вт|3200 Вт|620 Вт|720 Вт|есть|режим вентиляции (без охлаждения и обогрева), самодиагностика неисправностей|есть|есть|79.8x29.4x22.9 см  мм|78x54x29 см  мм|25 дБ / 35 дБ Дб|R 410A|однофазный|есть|дезодорирующий фильтр, возможность регулировки направления воздушного потока, функция запоминания настроек|антиаллергенный фильтр
3|10013|Mitsubishi Heavy Industries SRK35ZMP-SJ / SRC35ZMP-SJ|20|/images/img-split/oborudovanie/mh_zjs.jpg|/images/cms/thumbs/6c43d2a3ce804ea5ba7edcc8bad01abb7c2af84c/mh_zjs_320_auto_jpg.jpg|46656|Настенная сплит-система|Инвертор|10 м|охлаждение/обогрев|35 м2|12.167 м3/час|3500 Вт|4000 Вт|1000 Вт|850 Вт|есть|дезодорирующий фильтр, возможность регулировки направления воздушного потока, функция запоминания настроек|есть|есть|79.8x29.4x22.9 см  мм|78x54x29 см  мм|28 дБ / 38 дБ Дб|R 410A|однофазный|есть|функция запоминания настроек, теплый пуск|антиаллергенный фильтр
